longitude,latitude,elevation,prec_annual_mm,tmax_mean_c,NDVI,Red,Green,Blue,eco_values,Temperatur,Moisture,Landcover,Landforms,Climate_Re,W_Ecosystm
-2.0,48.3,75.9,113.3762,11.7113,0.6881,73,156,72,137,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,48.4,149.29,128.0227,12.1128,0.504798,51,180,32,143,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,48.5,116.5,132.1366,11.7851,0.646086,54,162,64,162,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,48.6,2.14,122.3675,12.8911,0.626754,116,160,58,190,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,48.7,66.33,131.7749,11.9618,0.55036,89,155,53,149,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,48.8,0,159.5778,11.9297,0.461084,122,170,58,165,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,48.9,0,126.8041,12.7659,0.461514,37,122,72,134,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-2.0,49.0,130.26,127.193,11.2026,0.489064,43,164,131,148,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-2.0,49.1,150.45,102.3564,10.6503,0.656958,39,196,104,155,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
-2.0,49.2,39.71,120.5381,11.2915,0.522425,56,163,45,138,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,49.3,0,181.7219,12.396,0.553889,78,73,57,185,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,49.4,127.47,144.4327,11.6422,0.680498,103,136,58,147,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,49.5,25.1,99.9436,10.1288,0.466304,38,143,93,152,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,49.6,9.75,121.9666,11.1685,0.477379,60,153,79,152,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,49.7,59.36,101.1305,10.6259,0.61124,106,122,47,187,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,49.8,61.26,116.4296,10.77,0.64287,94,155,25,135,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,49.9,41.93,146.2656,10.3141,0.444607,48,179,46,132,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,50.0,0,134.7904,11.9263,0.456473,100,145,92,122,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,50.1,0,129.4006,12.3223,0.441807,124,158,80,190,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,50.2,75.18,128.556,9.4693,0.701404,61,142,80,142,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,50.3,18.49,135.1587,11.6455,0.538075,101,129,60,119,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,50.4,30.65,133.7703,10.3127,0.490194,99,152,70,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,50.5,0,131.8216,10.9944,0.612702,70,117,47,141,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,50.6,0,138.1639,10.735,0.594241,62,88,56,149,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-2.0,50.7,27.44,130.279,9.935,0.653689,56,126,82,144,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,50.8,0,105.464,10.6202,0.337504,133,144,89,160,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,50.9,4.14,114.4078,10.1176,0.530692,115,176,78,132,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,51.0,47.64,147.7847,10.0865,0.381593,67,121,68,142,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,41.5,952.09,120.7787,12.4171,0.565987,89,170,58,135,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
-1.9,41.6,1032.21,106.6104,11.6744,0.750659,104,182,101,169,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
-1.9,41.7,406.69,129.5168,15.5577,0.482101,116,148,73,163,Warm Temperate,Moist,Forest,Hills,Warm Temperate Moist,Warm Temperate Moist Forest on Hills
-1.9,41.8,449.18,145.7822,14.5726,0.719968,78,147,43,186,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
-1.9,41.9,759.23,128.3224,12.9337,0.850964,93,136,23,155,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
-1.9,42.0,490.69,116.3793,14.5829,0.513996,62,117,3,144,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
-1.9,42.1,997.3,148.3685,11.5115,0.466738,92,157,80,133,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
-1.9,42.2,600.02,135.7311,13.5044,0.552936,48,137,60,182,Cool Temperate,Moist,Settlement,Tablelands,Cool Temperate Moist,Cool Temperate Moist Settlement on Tablelands
-1.9,42.3,851.73,100.1384,12.2512,0.293269,90,150,46,124,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
-1.9,42.4,491.16,126.8077,14.8402,0.671459,84,113,75,167,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
-1.9,42.5,730.18,129.7239,13.3479,0.793585,34,124,78,145,Cool Temperate,Moist,Grassland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Grassland on Tablelands
-1.9,42.6,553.82,127.406,14.1715,0.437182,80,198,60,138,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
-1.9,42.7,885.88,105.1979,11.7739,0.513862,99,150,96,133,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
-1.9,42.8,23.78,101.9264,15.7891,0.433725,79,122,81,190,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
-1.9,42.9,994.94,113.1328,10.5588,0.523765,90,102,26,143,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
-1.9,43.0,351.91,128.3776,14.0596,0.644291,102,130,36,142,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
-1.9,43.1,604.22,109.319,13.2031,0.452366,73,97,71,125,Cool Temperate,Moist,Settlement,Tablelands,Cool Temperate Moist,Cool Temperate Moist Settlement on Tablelands
-1.9,43.2,322.12,151.2751,14.5124,0.685319,63,108,107,175,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-1.9,43.3,822.8,122.3645,11.7296,0.597202,48,115,84,168,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
-1.9,43.4,1183.02,97.35,9.2416,0.405845,142,123,117,155,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
-1.9,43.5,41.11,160.4107,15.5045,0.775287,109,136,79,182,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
-1.9,43.6,14.25,111.9456,16.3481,0.371267,79,64,48,135,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
-1.9,43.7,21.17,137.4687,16.9109,0.76206,52,120,64,123,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-1.9,43.8,15.41,135.8726,15.7582,0.76718,75,197,97,164,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-1.9,43.9,0,120.7372,15.4738,0.616777,39,150,29,158,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-1.9,44.0,18.52,131.9008,15.3134,0.633079,90,149,53,157,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
-1.9,44.1,23.44,131.6077,15.6731,0.460842,40,111,105,157,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-1.9,44.2,57.06,127.0897,15.8918,0.685186,51,90,55,138,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
-1.9,44.3,34.21,124.1555,16.4345,0.769878,35,127,72,153,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-1.9,44.4,96.28,130.265,14.6647,0.595989,79,177,67,151,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,44.5,0,126.7505,15.228,0.507328,137,149,33,112,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-1.9,44.6,95.1,150.6831,15.4703,0.390918,107,126,58,148,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-1.9,44.7,108.03,129.1066,14.3153,0.616996,129,125,62,190,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,44.8,34.92,132.5889,15.5186,0.585027,75,150,91,158,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
-1.9,44.9,144.1,134.7445,14.9568,0.526005,105,125,103,166,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,45.0,126.43,130.6207,13.6226,0.492348,117,103,95,167,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,45.1,101.01,99.6064,14.5042,0.604205,116,199,30,140,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,45.2,76.79,100.6087,14.7249,0.500899,75,155,26,152,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-1.9,45.3,87.53,102.2681,14.2863,0.641154,60,161,75,140,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,45.4,57.41,158.8534,15.4149,0.678829,38,140,120,187,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-1.9,45.5,94.45,139.4854,12.4424,0.70025,97,156,102,159,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,45.6,86.86,148.304,14.0301,0.601331,39,157,45,163,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,45.7,71.34,138.6049,13.7949,0.549223,52,99,66,149,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,45.8,4.75,142.5748,14.9687,0.288871,43,147,59,134,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,45.9,98.68,119.5781,13.6477,0.612103,13,108,66,156,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,46.0,193.85,123.8923,14.1785,0.445662,12,161,79,143,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,46.1,0,135.7107,14.2881,0.488541,71,130,79,166,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-1.9,46.2,15.13,144.3899,13.7307,0.569092,86,140,85,154,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,46.3,75.62,136.8377,13.5906,0.897858,48,170,113,140,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,46.4,140.16,102.9528,13.4346,0.623748,81,138,35,122,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,46.5,29.78,124.1893,13.7764,0.867847,82,105,61,149,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,46.6,84.69,139.8293,13.9262,0.621859,84,122,69,175,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,46.7,65.81,141.4002,13.7037,0.558001,71,155,103,190,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,46.8,37.38,129.0189,13.4638,0.583504,80,116,55,143,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,46.9,71.41,137.7251,13.1038,0.60987,52,91,85,144,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,47.0,190.87,136.1772,12.2092,0.518383,55,108,67,148,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
-1.9,47.1,118.82,109.6727,13.33,0.291454,71,136,66,125,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,47.2,102.03,130.9368,13.2759,0.528869,67,179,98,133,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,47.3,51.12,116.8929,13.2535,0.725595,88,105,112,124,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,47.4,31.97,133.4898,13.7071,0.45594,91,129,75,151,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,47.5,0,132.4743,12.1853,0.666762,81,104,95,135,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,47.6,30.12,105.5779,12.6207,0.475958,73,128,80,125,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-1.9,47.7,0,152.9379,13.4343,0.42336,47,162,55,166,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,47.8,178.56,132.5052,11.5979,0.392947,62,188,45,145,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,47.9,112.54,147.7935,12.207,0.515918,104,147,88,135,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,48.0,0,127.9397,13.0095,0.432129,60,150,45,154,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,48.1,69.61,122.5354,12.1734,0.668243,97,151,60,143,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,48.2,66.78,115.9941,12.1362,0.682822,60,138,59,122,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,48.3,0,126.398,11.8105,0.647443,85,105,83,140,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,48.4,0,130.4988,12.3325,0.615999,79,160,22,147,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,48.5,132.66,120.1674,11.9828,0.729014,40,200,55,155,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,48.6,15.08,141.1177,12.7007,0.418853,98,143,19,150,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,48.7,68.87,118.7177,12.0821,0.57626,81,118,92,178,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-1.9,48.8,4.19,156.3891,11.8583,0.451985,63,173,76,127,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,48.9,61.63,139.0242,11.7391,0.405741,29,180,52,124,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,49.0,87.81,148.49,11.9557,0.501028,83,133,88,161,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-1.9,49.1,63.41,121.349,11.7653,0.403069,103,122,77,188,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,49.2,0,140.5735,12.7281,0.368489,94,137,66,161,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,49.3,16.43,130.6379,12.4856,0.53665,98,165,61,144,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,49.4,52.99,121.9473,11.7347,0.611195,69,132,73,152,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,49.5,82.01,125.4433,11.7119,0.596078,114,185,36,172,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,49.6,43.26,128.6837,11.0875,0.438064,78,138,0,171,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,49.7,57.12,133.9034,11.5031,0.359988,96,137,71,190,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-1.9,49.8,3.27,135.0656,10.9384,0.348851,73,168,45,155,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,49.9,0,139.2488,11.5813,0.617983,80,120,23,120,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,50.0,0,115.9063,10.0157,0.604877,70,144,77,170,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-1.9,50.1,23.01,131.6352,11.1092,0.480697,119,164,51,172,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,50.2,0,123.8231,10.2794,0.500618,81,184,37,167,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-1.9,50.3,61.88,117.6133,10.5401,0.450753,55,151,75,160,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,50.4,90.25,146.0477,10.666,0.750377,49,169,58,121,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,50.5,0,140.6466,11.3661,0.5995,94,161,71,150,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-1.9,50.6,53.66,131.079,11.3391,0.460826,80,101,48,111,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-1.9,50.7,36.71,128.7972,10.0976,0.660103,60,110,39,168,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,50.8,148.95,117.2112,9.5138,0.529572,41,142,74,127,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.9,50.9,0,124.4316,10.0388,0.619395,71,138,81,159,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-1.9,51.0,92.71,137.2573,9.0145,0.658626,71,170,99,119,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-1.8,41.5,817.44,132.9167,13.2607,0.629361,72,148,47,168,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
-1.8,41.6,522.71,93.5509,15.5514,0.333681,77,172,57,170,Warm Temperate,Moist,Forest,Hills,Warm Temperate Moist,Warm Temperate Moist Forest on Hills
-1.8,41.7,732.04,95.3911,13.203,0.671501,84,142,67,140,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
-1.8,41.8,697.46,119.3887,14.1221,0.600051,84,130,53,154,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
-1.8,41.9,567.61,115.9378,15.0456,0.500977,40,121,56,143,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,Warm Temperate Moist Cropland on Hills
-1.8,42.0,451.73,101.2992,15.0668,0.630727,78,142,74,160,Warm Temperate,Moist,Shrubland,Tablelands,Warm Temperate Moist,Warm Temperate Moist Shrubland on Tablelands
-1.8,42.1,50.73,120.2474,17.9268,0.548309,76,208,29,146,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-1.8,42.2,235.94,122.0211,16.7369,0.719307,60,145,46,130,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,Warm Temperate Moist Cropland on Hills
-1.8,42.3,243.03,113.3112,17.2713,0.605318,97,94,78,153,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
